TargetName,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12
TSNAX,405,428.84,408.07,320.77,393.54,377.67,433.05,388.28,937.78,419.28,480.75,853.45
CLMP,706.65,807.04,756.85,858.3,481.28,482.12,506.8,458.74,390.01,280.28,382.1,332.61
ATP5MC1,589.91,501.63,605.98,752.28,915.41,990.61,886.9,987.94,762.49,371.43,719.74,842.13
DCHS2,374.8,587.08,631.39,472.23,127.03,123.43,141.83,125.93,148.99,193.69,147.28,111.81
EIF4H,825.56,838.69,749.95,709.19,457.71,389.28,411.3,398.77,354.95,289.4,423.78,465.65
USO1,579.02,520.62,585.91,562.78,146.02,188.84,147.5,184.4,148.99,205.08,152.84,158.52
CCT2,963.16,977.95,939.08,986.88,1300.44,1342.96,1219.72,1275.78,1279.58,688.17,1061.54,1173.32
NPC2,329.35,348.14,334.98,365.87,579.5,504.27,528.55,503.71,942.16,398.77,593.3,835.05
DYNC1I2,460.72,496.88,454.49,422.08,767.43,641.41,739.4,620.65,907.1,405.61,855.91,945.45
TARDBP,745.56,732.67,734.58,703.81,453.78,330.2,385.77,331.31,284.84,243.82,344.59,366.57
MAGED4,617.93,693.11,648.33,750.59,294.66,281.67,280.82,286.34,346.19,250.66,251.49,281.65
LARS1,738.4,674.12,696.63,696.07,296.62,255.3,324.31,238.36,315.51,275.72,430.73,390.64
KIAA2013,405.93,460.49,424.38,414.68,737.31,833.42,672.27,862.01,341.81,255.22,607.19,628.41
CS,718.79,615.57,716.39,795.02,352.28,356.58,403.74,316.32,297.98,189.13,365.43,375.07
G3BP1,664.62,674.12,682.51,645.91,359.49,194.11,356.46,209.88,297.98,227.87,291.79,283.07
ATXN2L,735.6,753.24,800.45,707.51,606.35,339.7,613.64,325.32,293.6,243.82,441.85,488.29
APEX1,748.99,720.01,763.12,512.96,288.77,285.89,316.75,295.33,376.86,293.95,269.55,315.62
SNRPC,1103.24,889.33,1007.15,1028.95,940.29,909.37,885.01,990.94,622.26,371.43,844.79,951.11
SGK1,141.95,148.75,130.17,145.74,565.75,305.94,537.06,334.31,714.29,476.25,383.49,535
IL1RAP,906.5,770.65,813.62,693.71,427.59,434.64,413.19,466.24,425.07,280.28,447.4,406.2
CBS,197.05,199.39,173.14,175.7,588.01,582.34,681.72,614.65,591.59,278,490.48,491.13
ARHGEF6,530.76,568.09,503.42,589.03,113.94,109.72,109.68,127.43,131.46,175.46,241.77,203.81
SPARC,244.99,867.18,278.84,258.16,157.15,174.07,167.36,190.39,175.29,182.3,137.56,138.7
CANX,707.27,807.04,658.05,707.85,396.15,220.49,368.75,223.37,433.83,284.84,398.77,434.51
