TargetName,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12
ZNF780B,116.11,107.61,113.54,138,110.66,126.59,104.95,97.44,127.08,182.3,98.65,120.3
TMEM19,207.01,212.05,199.48,199.93,188.58,198.33,173.03,175.4,153.37,205.08,138.95,171.26
DUSP12,182.42,200.97,186,152.81,189.24,183.56,189.1,181.4,135.85,223.31,194.52,206.64
MIOS,106.78,104.44,103.82,94.92,122.45,104.44,122.92,119.93,162.14,159.51,106.99,147.2
ARL4C,119.23,106.02,127.66,182.09,121.79,117.1,121.03,128.93,140.23,154.95,155.62,103.32
CCNH,156.27,136.09,146.79,174.35,155.19,129.76,163.58,116.93,201.58,175.46,166.73,144.37
MED7,125.14,120.27,144.91,124.54,139.47,160.35,149.39,103.44,127.08,186.85,138.95,167.01
STK24,182.42,205.72,168.12,193.88,204.3,184.62,198.56,214.38,236.64,180.02,173.68,239.19
FAM136A,143.82,126.59,140.52,127.23,119.17,137.14,108.74,155.91,113.94,186.85,119.49,104.74
FBXL19,190.2,200.97,196.35,210.03,197.1,166.68,204.23,184.4,205.96,136.72,168.12,155.69
NME7,152.54,144,181.61,133.63,153.22,182.51,183.43,203.88,144.61,200.53,161.18,162.76
MTFR1,117.67,123.43,111.35,101.99,102.8,126.59,116.3,122.93,113.94,184.58,151.45,134.46
IFTAP,140.08,113.94,151.5,140.02,160.43,170.9,163.58,164.91,201.58,186.85,165.35,145.78
IFT172,172.77,185.15,179.72,173.34,151.91,129.76,166.41,175.4,122.7,168.62,179.24,123.14
CRTC2,99.62,107.61,106.64,103,101.49,123.43,114.41,137.92,131.46,180.02,123.66,101.9
ZNF689,51.99,50.64,55.52,60.25,79.23,94.95,78.48,55.47,70.11,132.17,73.64,79.26
SMAP2,89.34,80.7,97.86,95.59,100.84,104.44,104.95,91.45,83.26,168.62,102.82,117.47
HNRNPLL,212.62,170.9,215.8,206.33,235.73,257.41,239.22,220.38,245.4,202.81,225.09,234.95
DRD2,50.74,68.04,40.46,56.21,69.41,70.68,85.1,76.46,87.64,129.89,91.7,69.35
ARHGEF9,89.34,74.37,88.76,103.33,85.78,93.89,54.84,77.96,113.94,143.56,68.08,82.09
MPHOSPH8,119.54,120.27,114.8,116.8,125.72,137.14,162.63,145.42,127.08,189.13,162.57,144.37
C11orf71,117.05,109.19,124.83,114.78,100.18,105.5,103.06,118.43,92.02,175.46,102.82,83.51
COPS8,231.3,237.37,214.23,219.12,189.89,162.46,178.7,178.4,192.81,193.69,208.42,182.58
ARHGAP44,51.05,66.46,45.48,40.39,76.61,88.62,74.7,77.96,87.64,125.33,84.76,62.28
TBCCD1,117.98,112.35,124.52,109.05,151.91,148.75,129.54,157.41,118.32,184.58,122.27,114.64
NAT9,153.47,175.65,178.16,208.01,197.75,169.85,194.78,223.37,148.99,175.46,182.02,213.72
ATP10D,89.03,99.69,84.37,86.17,96.26,106.55,122.92,121.43,96.41,168.62,111.16,103.32
TMEM43,281.41,224.71,265.98,244.03,225.25,262.68,227.87,230.87,219.11,246.1,286.23,234.95
ZNF267,91.83,110.77,103.51,111.41,115.25,132.92,114.41,89.95,105.17,177.74,108.38,125.97
PDIA5,94.32,96.53,85.94,103.67,125.72,136.09,121.03,113.94,135.85,170.9,116.71,110.4
TRIM68,115.18,118.68,115.43,106.7,168.94,159.3,155.07,146.92,153.37,173.18,143.11,159.93
SURF2,139.15,115.52,140.2,137.66,186.62,167.74,150.34,176.9,122.7,184.58,147.28,151.44
DUSP8,96.19,123.43,106.64,110.06,150.6,145.58,131.43,128.93,162.14,166.35,158.4,145.78
SAYSD1,208.57,212.05,248.73,235.95,176.14,186.73,191.94,233.87,205.96,221.03,194.52,182.58
SMKR1,154.72,134.51,129.54,119.15,134.89,142.42,134.26,137.92,157.76,209.64,140.34,155.69
FLNB,217.91,227.87,194.47,214.41,209.54,233.15,198.56,263.85,249.78,207.36,216.76,260.42
CFAP44,76.27,71.21,76.85,75.73,85.12,83.34,82.26,92.95,96.41,157.23,84.76,73.6
ATG9A,148.8,140.84,140.2,126.22,147.99,150.86,147.5,184.4,96.41,182.3,134.78,144.37
TMEM8B,159.39,156.66,161.85,167.62,130.96,145.58,123.86,110.94,131.46,186.85,118.1,127.38
NT5M,97.75,63.3,100.06,63.95,78.58,75.96,78.48,89.95,105.17,145.84,70.86,73.6
SUMF1,85.61,128.18,98.17,83.47,111.97,129.76,114.41,137.92,148.99,145.84,119.49,148.61
GTF2B,111.45,110.77,114.17,124.2,127.69,150.86,128.59,113.94,118.32,189.13,113.94,107.57
SYT3,63.82,96.53,72.45,67.32,104.11,97.06,101.17,101.94,122.7,143.56,102.82,77.84
NAF1,118.6,107.61,121.38,130.26,102.15,121.32,99.28,94.45,100.79,177.74,91.7,113.23
VKORC1,223.82,202.55,238.38,222.15,200.37,199.39,203.29,164.91,184.05,243.82,200.08,182.58
CRIPT,154.09,121.85,146.16,132.28,121.14,111.83,110.63,107.94,175.29,173.18,126.44,140.12
KIF15,156.89,159.83,163.73,160.89,103.46,111.83,138.99,107.94,113.94,136.72,123.66,111.81
PLEKHJ1,188.02,210.46,196.03,207.34,178.76,161.41,208.96,187.39,188.43,164.07,140.34,151.44
TMCO6,113.31,96.53,131.42,110.74,159.12,127.65,146.56,115.43,131.46,180.02,141.72,147.2
PEX11B,137.28,132.92,140.83,126.56,121.14,129.76,121.03,137.92,105.17,200.53,120.88,134.46
ACAD10,127.63,156.66,136.75,138.67,169.59,181.45,147.5,163.41,105.17,125.33,170.9,171.26
RAB40B,68.8,61.72,65.87,73.04,87.09,93.89,80.37,82.45,87.64,143.56,112.55,106.15
ZRANB3,61.01,66.46,61.48,71.36,92.33,87.56,95.5,79.45,65.73,141.28,106.99,90.58
MORC3,126.39,139.25,133.93,128.58,113.28,138.2,101.17,121.43,113.94,189.13,108.38,108.98
STXBP6,88.72,69.63,123.89,61.26,73.34,74.9,90.77,88.45,131.46,125.33,84.76,83.51
TM9SF4,196.74,231.04,179.72,202.63,167.63,180.4,154.12,151.41,179.67,177.74,170.9,151.44
PIGO,193.01,205.72,170.32,184.45,182.69,160.35,173.03,184.4,214.72,248.38,190.36,193.9
PON2,129.81,134.51,123.58,100.3,166.32,164.57,159.79,175.4,127.08,173.18,151.45,145.78
MIS18BP1,136.97,164.57,132.36,114.78,147.99,175.12,180.59,167.9,192.81,184.58,158.4,154.27
KIAA0319L,100.86,123.43,108.52,110.06,150.6,142.42,131.43,136.42,83.26,168.62,120.88,133.04
NIFK,187.71,172.49,170.63,194.55,152.57,171.96,175.87,164.91,210.34,207.36,127.83,159.93
RAB12,122.96,125.01,137.07,136.32,104.77,99.17,128.59,106.44,105.17,186.85,126.44,125.97
ZCRB1,236.9,207.3,243.4,215.75,215.43,210.99,208.96,241.36,192.81,186.85,233.43,267.5
TMEM101,169.66,167.74,175.33,160.22,176.8,152.97,153.17,145.42,166.52,232.43,143.11,171.26
CCNE2,67.24,72.79,63.99,55.54,68.1,87.56,99.28,80.95,92.02,143.56,83.37,67.94
SUCLG2,249.35,215.21,265.67,199.93,227.87,207.83,228.82,220.38,262.93,268.89,222.31,242.02
GFM2,251.84,295.92,258.77,253.12,254.06,221.54,250.56,251.86,297.98,225.59,245.93,273.16
GSTM3,48.87,52.22,53.95,65.63,67.44,64.35,66.19,112.44,92.02,102.54,95.87,108.98
VPS16,136.66,128.18,136.13,129.25,117.86,112.88,108.74,98.94,96.41,177.74,129.22,93.41
SOS2,94.32,110.77,106.96,86.17,132.92,106.55,122.92,134.92,92.02,170.9,112.55,125.97
RNGTT,103.97,96.53,117.93,112.42,134.23,137.14,136.16,146.92,109.55,177.74,104.21,110.4
ANPEP,98.06,91.78,109.47,101.99,136.85,118.16,135.21,139.42,144.61,173.18,119.49,135.87
C18orf32,221.64,178.82,222.07,265.57,190.55,220.49,213.69,235.37,214.72,198.25,234.82,237.78
KIR2DS1,133.55,142.42,163.1,143.05,165.66,164.57,153.17,131.93,184.05,136.72,207.03,181.16
SATB1,125.45,142.42,102.57,137.33,114.59,99.17,119.14,103.44,144.61,164.07,109.77,82.09
KAT6B,174.02,208.88,199.48,212.39,159.77,193.06,143.72,182.9,140.23,193.69,180.63,181.16
KRTAP12-3,128.26,126.59,118.25,128.24,105.42,102.33,82.26,131.93,166.52,141.28,108.38,89.17
USP37,125.14,113.94,112.92,126.89,106.08,116.05,124.81,149.92,61.35,154.95,115.32,114.64
ZNF649,76.89,82.29,76.85,84.15,100.18,94.95,96.44,122.93,105.17,157.23,80.59,110.4
WDR55,110.82,120.27,109.15,124.2,143.4,122.38,156.01,131.93,127.08,189.13,141.72,161.35
CACNB3,77.82,102.86,67.44,130.6,121.79,145.58,131.43,130.43,109.55,134.44,109.77,118.89
GPATCH2L,198.3,207.3,182.23,204.65,170.9,187.78,152.23,187.39,127.08,168.62,183.41,199.56
COPG2,199.54,185.15,199.8,161.23,220.67,210.99,216.52,232.37,175.29,230.15,176.46,219.38
PPP1R8,268.03,265.85,276.02,257.83,237.69,292.22,243.94,283.34,293.6,227.87,226.48,264.67
INTS11,197.36,208.88,205.44,230.23,236.38,214.16,203.29,241.36,153.37,227.87,198.69,209.47
CLPX,145.38,175.65,165.92,125.55,103.46,119.21,127.65,119.93,140.23,120.77,102.82,107.57
TECPR1,52.61,64.88,61.16,59.91,91.02,87.56,86.99,92.95,78.88,141.28,93.09,86.34
MIA3,211.99,189.89,180.67,154.49,182.03,179.34,179.65,163.41,113.94,175.46,168.12,175.5
COASY,134.17,113.94,125.78,119.15,104.77,119.21,123.86,116.93,105.17,191.41,111.16,107.57
SENP7,121.41,125.01,135.5,123.53,104.11,130.81,114.41,122.93,131.46,195.97,109.77,117.47
ERCC2,130.75,134.51,132.68,118.14,169.59,136.09,156.96,173.9,201.58,159.51,138.95,151.44
MRPS28,138.53,132.92,133.3,143.72,128.34,140.31,127.65,164.91,153.37,175.46,198.69,181.16
FAM199X,111.13,99.69,103.51,110.4,90.36,83.34,108.74,100.44,100.79,177.74,105.6,108.98
TMEM254,154.09,144,162.79,141.03,117.86,103.39,93.61,133.42,113.94,157.23,112.55,106.15
BAG1,90.59,60.13,84.06,78.76,69.41,84.4,80.37,94.45,92.02,154.95,76.42,82.09
ZSWIM8,157.52,170.9,161.53,154.83,138.82,177.23,113.46,146.92,109.55,184.58,138.95,135.87
CWF19L2,172.77,159.83,198.86,173.01,191.2,202.55,211.8,194.89,175.29,236.99,230.65,193.9
LTB4R,118.92,142.42,131.11,101.31,150.6,176.18,154.12,157.41,175.29,177.74,154.23,158.52
FBXO21,157.52,132.92,161.85,144.73,182.03,186.73,190.05,184.4,127.08,198.25,162.57,181.16
E2F2,119.54,159.83,135.19,159.21,168.94,185.67,187.21,176.9,166.52,205.08,155.62,181.16
CMTR2,63.5,77.54,67.12,66.64,94.29,112.88,102.12,83.95,100.79,145.84,101.43,100.49
HMOX2,161.56,129.76,160.59,159.88,144.06,104.44,166.41,122.93,148.99,180.02,111.16,135.87
MBNL2,66.93,75.96,78.73,86.17,106.73,81.23,102.12,107.94,122.7,150.39,111.16,90.58
PTGR2,170.59,185.15,203.56,129.59,207.57,215.21,191.94,202.39,179.67,198.25,186.19,164.18
S100PBP,169.97,216.79,178.47,177.05,179.42,194.11,171.14,175.4,118.32,168.62,150.06,168.43
SETDB1,154.72,155.08,164.04,139.01,141.44,148.75,121.97,130.43,140.23,195.97,115.32,110.4
LLPH,169.35,170.9,167.49,178.73,214.77,213.1,243.94,203.88,201.58,195.97,218.14,188.24
VSTM4,77.51,74.37,56.77,58.57,86.43,93.89,104.95,89.95,122.7,132.17,87.54,67.94
TTC9C,131.37,90.2,132.99,147.43,127.03,149.8,161.68,152.91,157.76,186.85,134.78,148.61
USP8,185.53,156.66,198.23,168.63,181.38,178.29,185.32,226.37,157.76,227.87,208.42,193.9
ECD,229.74,204.13,212.34,204.31,193.82,170.9,213.69,172.4,192.81,168.62,151.45,171.26
PIK3R4,103.66,90.2,107.9,95.25,110.66,136.09,100.23,122.93,122.7,170.9,101.43,86.34
UBE2W,113.62,96.53,141.46,117.81,126.38,157.19,156.96,143.92,148.99,166.35,152.84,175.5
PPM1A,226.63,245.28,226.77,174.35,246.86,248.97,260.96,242.86,254.16,211.92,230.65,220.79
AHDC1,131.99,193.06,141.15,163.25,163.7,173.01,181.54,166.41,192.81,166.35,209.81,202.39
WBP1L,144.44,164.57,143.03,144.06,134.23,137.14,156.01,142.42,70.11,125.33,123.66,133.04
NUP62CL,82.49,71.21,88.76,72.37,108.7,121.32,104.95,125.93,100.79,148.12,111.16,125.97
EXT1,121.1,153.5,113.54,114.78,126.38,135.03,108.74,125.93,118.32,191.41,143.11,111.81
BBS9,75.02,69.63,68.06,60.25,67.44,69.63,61.46,56.97,56.97,139,48.63,52.37
MED11,81.56,77.54,84.37,86.84,93.64,96,112.52,77.96,105.17,164.07,100.04,99.07
LMTK2,89.65,101.28,103.19,99.97,114.59,141.36,134.26,154.41,127.08,164.07,104.21,118.89
CLASRP,130.75,155.08,128.91,127.23,197.1,181.45,170.19,149.92,166.52,189.13,144.5,155.69
TMUB2,76.27,77.54,80.92,87.85,68.75,72.79,75.64,52.47,43.82,136.72,54.19,65.11
MEGF6,88.41,109.19,100.68,84.48,113.28,136.09,127.65,140.92,131.46,168.62,125.05,120.3
CFLAR,216.66,221.54,267.55,179.07,239,213.1,223.14,223.37,201.58,186.85,236.21,217.96
DMAP1,165.3,139.25,149.3,169.3,103.46,109.72,117.24,98.94,127.08,136.72,115.32,111.81
HSPB8,151.6,129.76,110.41,90.88,87.74,97.06,95.5,104.94,78.88,148.12,120.88,97.66
FAM207A,163.74,162.99,165.61,179.74,179.42,140.31,200.45,188.89,205.96,195.97,143.11,138.7
DBP,146.93,128.18,127.66,157.52,117.21,114.99,114.41,127.43,131.46,186.85,172.29,124.55
TBL1X,110.51,117.1,112.29,140.02,102.8,92.84,105.9,71.96,105.17,157.23,83.37,89.17
ANAPC2,126.7,142.42,113.23,142.38,127.03,125.54,127.65,116.93,96.41,193.69,125.05,121.72
COMMD10,149.11,139.25,137.07,133.63,102.8,91.78,111.57,82.45,96.41,154.95,118.1,125.97
RAB35,130.12,117.1,121.7,145.07,165.01,154.02,165.47,194.89,166.52,170.9,148.67,125.97
AGGF1,176.82,188.31,175.96,185.8,233.76,182.51,217.47,172.4,175.29,177.74,237.6,181.16
ZNF33B,204.52,185.15,223.32,208.69,206.26,217.32,204.23,185.89,245.4,193.69,250.1,171.26
BET1L,157.21,166.16,142.4,170.31,166.32,166.68,160.74,170.9,241.02,170.9,169.51,168.43
UBE2F,72.53,82.29,66.81,75.06,96.26,110.77,98.33,73.46,87.64,152.67,76.42,96.24
XYLT1,77.82,69.63,84.37,80.44,98.22,99.17,86.99,109.44,109.55,159.51,84.76,87.75
VEZT,100.86,99.69,90.65,100.98,88.4,105.5,88.88,130.43,131.46,145.84,84.76,60.86
OTULIN,67.86,83.87,74.65,72.7,93.64,109.72,96.44,80.95,113.94,150.39,72.25,86.34
APEH,122.65,150.33,132.99,151.47,150.6,171.96,170.19,179.9,122.7,198.25,134.78,162.76
GOSR2,105.22,98.11,114.17,124.87,92.98,113.94,86.04,92.95,113.94,175.46,101.43,97.66
P3H4,109.27,123.43,119.19,112.08,92.33,110.77,138.05,119.93,109.55,184.58,111.16,100.49
CSTF1,194.25,194.64,177.84,164.93,165.01,144.53,174.92,148.42,214.72,218.76,163.96,174.09
PCNT,158.14,161.41,132.36,160.22,123.76,133.98,130.48,121.43,127.08,205.08,145.89,142.95
C4orf48,135.1,112.35,137.07,155.17,138.82,135.03,136.16,140.92,122.7,164.07,83.37,92
TAS2R14,110.82,118.68,102.88,104.68,117.86,144.53,132.37,128.93,162.14,170.9,109.77,97.66
RALGAPB,108.33,120.27,115.11,118.48,114.59,116.05,93.61,112.44,109.55,186.85,100.04,101.9
TOR1A,115.49,129.76,108.52,121.85,153.22,156.13,163.58,160.41,148.99,182.3,112.55,150.03
RWDD4,238.14,224.71,232.73,238.98,235.73,248.97,252.45,242.86,197.2,205.08,247.32,290.15
MIX23,110.2,112.35,119.5,123.19,145.37,138.2,149.39,121.43,131.46,198.25,143.11,130.21
UBLCP1,160.32,128.18,149.93,141.7,146.02,117.1,152.23,121.43,131.46,207.36,137.56,137.29
ISCA1,88.1,88.62,83.43,81.45,89.05,85.45,98.33,113.94,83.26,164.07,77.81,100.49
QRSL1,119.23,112.35,111.35,119.15,167.63,158.24,165.47,131.93,131.46,177.74,151.45,124.55
DIS3L2,109.89,107.61,112.92,114.1,106.08,89.67,103.06,85.45,105.17,173.18,77.81,103.32
POU2F1,93.08,123.43,130.17,99.97,125.72,148.75,128.59,146.92,170.9,168.62,141.72,125.97
CHMP4B,249.97,194.64,239.01,220.13,202.33,238.42,200.45,199.39,232.25,227.87,251.49,266.09
ETFB,182.42,170.9,179.41,176.71,181.38,144.53,136.16,136.42,109.55,157.23,154.23,133.04
CDC23,182.42,226.29,208.89,181.42,213.47,176.18,206.12,170.9,144.61,209.64,216.76,195.32
EXD2,104.29,113.94,118.88,81.12,132.27,132.92,121.03,124.43,131.46,177.74,98.65,110.4
B4GALT7,165.92,175.65,170.32,161.56,195.13,161.41,193.83,149.92,227.87,218.76,173.68,178.33
LPIN2,127.32,194.64,149.93,155.17,117.21,163.52,122.92,170.9,170.9,152.67,125.05,138.7
ZFP14,74.09,74.37,67.12,87.85,92.98,90.73,99.28,103.44,100.79,159.51,106.99,100.49
SUCLA2,103.35,112.35,106.96,99.29,146.68,126.59,149.39,151.41,87.64,161.79,129.22,125.97
TMEM63B,212.62,242.11,232.73,228.54,176.8,198.33,175.87,193.39,201.58,223.31,219.53,246.27
AGTRAP,89.97,118.68,94.1,101.65,104.77,131.87,116.3,137.92,105.17,177.74,119.49,123.14
AGBL4,63.19,69.63,75.28,62.27,68.1,80.18,73.75,95.95,74.5,150.39,81.98,76.43
AGL,78.45,69.63,83.12,78.76,95.6,114.99,104.95,106.44,113.94,152.67,119.49,80.67
QSOX1,117.05,129.76,126.4,72.7,142.09,161.41,124.81,134.92,153.37,157.23,136.17,148.61
MADD,122.96,126.59,140.2,129.59,183.34,173.01,176.81,184.4,131.46,157.23,170.9,168.43
TOMM40L,79.38,71.21,61.48,66.64,88.4,92.84,103.06,104.94,70.11,145.84,88.93,66.52
MCPH1,118.29,82.29,115.74,121.51,147.33,160.35,156.01,131.93,100.79,123.05,134.78,155.69
LZTFL1,120.78,96.53,136.13,116.12,119.83,128.7,113.46,121.43,175.29,175.46,132,117.47
SBF2,163.43,194.64,156.2,145.41,134.89,113.94,124.81,125.93,170.9,139,134.78,120.3
PHKB,66.93,96.53,56.46,61.93,91.67,86.51,109.68,92.95,65.73,139,69.47,73.6
TET2,106.46,117.1,103.51,99.63,108.7,127.65,121.03,124.43,87.64,182.3,120.88,103.32
UBIAD1,114.25,128.18,120.13,117.81,140.78,186.73,143.72,148.42,144.61,186.85,150.06,135.87
FBXO8,207.33,227.87,206.7,183.78,170.9,163.52,142.77,172.4,162.14,200.53,184.8,179.75
ERGIC2,202.03,175.65,187.57,185.46,208.23,245.81,229.76,226.37,175.29,182.3,226.48,209.47
CHD6,170.9,170.9,179.1,184.45,119.17,150.86,135.21,139.42,127.08,150.39,144.5,111.81
ZNF500,161.88,181.98,146.16,167.28,204.95,197.28,212.74,194.89,210.34,193.69,220.92,162.76
PHF1,111.45,112.35,126.4,123.19,110.66,124.48,107.79,115.43,170.9,177.74,108.38,116.06
SLC35B4,112.38,107.61,106.33,110.74,155.84,138.2,123.86,124.43,166.52,173.18,111.16,120.3
TENT2,170.28,181.98,167.18,170.65,147.33,151.91,169.25,101.94,148.99,173.18,180.63,193.9
HDAC7,184.6,196.22,184.43,204.31,195.79,244.75,221.25,235.37,232.25,175.46,220.92,236.36
TMEM203,153.78,147.17,175.96,178.39,136.85,120.27,109.68,110.94,144.61,161.79,130.61,118.89
PPWD1,201.41,218.38,205.44,192.53,206.26,158.24,224.09,158.91,188.43,180.02,220.92,227.87
ELMOD2,190.51,193.06,184.74,194.21,194.48,184.62,208.96,178.4,227.87,250.66,158.4,192.49
LRP8,60.7,50.64,52.38,72.7,89.71,69.63,83.21,67.46,74.5,141.28,68.08,84.92
ZFPL1,78.14,91.78,91.59,82.8,105.42,111.83,131.43,127.43,109.55,145.84,150.06,123.14
TEN1,106.78,93.36,108.84,136.99,125.72,122.38,118.19,137.92,87.64,141.28,155.62,165.6
PIGV,73.47,82.29,84.06,77.75,115.25,98.11,100.23,124.43,118.32,157.23,112.55,107.57
RDH11,195.5,218.38,198.86,147.76,181.38,179.34,191.94,182.9,131.46,195.97,193.13,200.98
TMEM267,61.01,63.3,61.16,64.29,70.06,98.11,76.59,103.44,87.64,141.28,94.48,94.83
LZIC,160.32,128.18,154,154.83,107.39,124.48,110.63,155.91,157.76,170.9,108.38,114.64
TNS3,94.32,85.45,73.4,81.79,84.47,80.18,78.48,94.45,113.94,159.51,79.2,80.67
CEP76,63.19,63.3,51.13,65.97,81.2,87.56,110.63,89.95,113.94,127.61,105.6,80.67
GTF3C1,222.27,259.52,206.07,220.13,231.8,179.34,240.16,184.4,232.25,246.1,207.03,219.38
VAPB,141.64,107.61,137.69,153.15,92.98,146.64,119.14,86.95,140.23,159.51,118.1,108.98
IFNGR1,98.06,96.53,90.33,97.61,140.13,130.81,125.75,134.92,140.23,170.9,112.55,124.55
ARMT1,89.03,72.79,98.49,92.9,99.53,90.73,105.9,103.44,100.79,166.35,112.55,75.01
PRPF4,209.19,191.47,196.66,193.88,206.92,199.39,201.4,158.91,157.76,239.26,159.79,193.9
CAPN1,131.06,137.67,134.24,119.83,175.49,175.12,159.79,181.4,162.14,195.97,157.01,179.75
MMS19,287.95,280.09,296.09,300.24,241.62,231.04,274.2,278.84,258.55,300.79,251.49,250.52
CCNT2,95.26,90.2,90.96,97.27,111.32,139.25,131.43,110.94,109.55,173.18,111.16,118.89
ZNF398,179.62,172.49,188.82,185.46,170.9,219.43,207.07,236.87,170.9,186.85,226.48,168.43
CEP164,200.79,185.15,186.31,200.94,150.6,179.34,154.12,146.92,170.9,200.53,132,154.27
BCL2L11,121.1,139.25,111.66,105.35,133.58,144.53,148.45,163.41,144.61,193.69,151.45,155.69
EFCAB7,125.45,113.94,121.38,114.1,129.65,145.58,144.66,134.92,162.14,195.97,161.18,131.63
MED14,233.79,265.85,223.64,216.76,234.42,284.84,246.78,226.37,271.69,216.48,265.39,266.09
RPF1,120.16,101.28,127.66,122.86,131.62,116.05,108.74,115.43,118.32,186.85,93.09,101.9
CLDND1,134.48,139.25,134.87,157.86,120.48,138.2,109.68,122.93,122.7,189.13,101.43,110.4
PNKP,197.05,193.06,201.37,228.54,183.34,217.32,208.96,205.38,175.29,191.41,143.11,161.35
HPRT1,197.67,137.67,166.86,173.34,162.39,132.92,121.03,130.43,144.61,168.62,130.61,125.97
CCNJ,85.92,96.53,94.72,88.19,139.47,127.65,151.28,134.92,105.17,152.67,115.32,120.3
FAM220A,84.98,74.37,76.22,61.93,89.71,92.84,103.06,112.44,113.94,150.39,115.32,108.98
LRRC28,75.02,74.37,83.12,77.75,105.42,109.72,102.12,122.93,100.79,157.23,108.38,86.34
ALG6,98.06,115.52,109.47,109.05,151.26,152.97,135.21,140.92,144.61,184.58,137.56,137.29
MKRN1,185.53,186.73,197.92,179.74,139.47,151.91,138.99,152.91,122.7,189.13,170.9,168.43
TRMT13,112.07,129.76,126.09,141.03,165.66,165.63,163.58,142.42,170.9,200.53,144.5,155.69
CLIP2,206.7,175.65,228.97,213.73,184.65,190.95,183.43,205.38,170.9,139,198.69,171.26
AP1S1,140.71,121.85,129.54,145.74,146.68,141.36,127.65,179.9,184.05,186.85,120.88,134.46
MPND,147.24,117.1,162.79,149.11,193.82,177.23,189.1,164.91,131.46,184.58,179.24,150.03
IFT80,112.69,106.02,124.52,123.53,99.53,100.22,102.12,110.94,83.26,180.02,101.43,111.81
LRRC3,50.74,39.56,45.48,48.47,83.81,88.62,90.77,91.45,61.35,116.21,88.93,67.94
MAD1L1,123.9,113.94,124.83,143.39,161.08,163.52,167.36,181.4,135.85,182.3,168.12,174.09
BMP2K,61.95,66.46,74.65,68.33,74.65,88.62,79.42,74.96,92.02,150.39,63.91,69.35
CRTC1,202.03,212.05,204.82,200.94,149.95,150.86,166.41,163.41,179.67,173.18,186.19,141.53
SUDS3,177.13,178.82,196.98,188.83,227.87,221.54,198.56,235.37,153.37,189.13,212.59,181.16
RIOX1,105.53,123.43,100.68,76.41,123.1,131.87,144.66,115.43,170.9,141.28,125.05,114.64
GPC3,60.08,74.37,62.73,46.45,70.06,79.12,63.35,67.46,87.64,143.56,75.03,73.6
GALK2,81.56,87.03,92.21,95.93,123.1,126.59,125.75,109.44,144.61,159.51,97.26,107.57
CEP162,61.01,71.21,68.06,57.89,91.67,80.18,86.99,73.46,118.32,141.28,84.76,89.17
CTIF,126.7,131.34,118.25,123.86,131.62,106.55,102.12,106.44,131.46,186.85,127.83,92
RBM26,113.62,150.33,118.56,119.49,78.58,107.61,99.28,100.44,83.26,145.84,88.93,79.26
CUL5,286.08,280.09,305.19,312.02,333.29,280.62,316.75,344.8,289.22,287.12,336.25,332.61
LANCL2,106.46,123.43,97.23,87.18,130.31,129.76,128.59,133.42,105.17,168.62,161.18,127.38
PCDH19,41.4,55.39,42.03,45.1,62.86,72.79,77.53,73.46,83.26,127.61,54.19,56.61
SLC27A3,82.18,80.7,81.55,101.31,115.9,129.76,114.41,127.43,157.76,136.72,123.66,111.81
MBD1,154.09,181.98,150.55,179.07,138.82,152.97,153.17,139.42,109.55,154.95,108.38,117.47
ZNF594,136.04,162.99,131.11,140.69,117.86,121.32,150.34,151.41,96.41,182.3,140.34,107.57
WDR27,131.99,129.76,153.06,148.44,160.43,138.2,141.83,115.43,100.79,195.97,157.01,144.37
SGSM2,202.66,199.39,205.76,195.56,165.66,193.06,200.45,190.39,127.08,154.95,184.8,165.6
SNUPN,134.48,129.76,143.34,137.33,144.71,144.53,124.81,172.4,184.05,184.58,123.66,110.4
ANKRD54,202.34,167.74,178.78,198.92,198.4,194.11,185.32,214.38,262.93,193.69,188.97,215.13
GPR21,117.36,121.85,109.15,108.72,98.87,117.1,145.61,100.44,127.08,186.85,134.78,130.21
LARP7,179.93,177.23,171.88,165.27,146.68,159.3,146.56,146.92,131.46,193.69,129.22,111.81
CCDC148,56.66,60.13,66.49,54.86,78.58,85.45,85.1,79.45,122.7,129.89,94.48,73.6
ZNF74,115.18,132.92,120.13,131.61,151.91,135.03,135.21,134.92,192.81,170.9,138.95,104.74
PEX1,71.6,72.79,82.81,69.67,98.87,100.22,115.35,101.94,92.02,157.23,102.82,87.75
SALL2,228.8,213.63,237.44,152.47,201.68,208.88,179.65,214.38,175.29,205.08,190.36,185.41
SYNGAP1,121.1,137.67,146.79,187.48,122.45,130.81,128.59,143.92,96.41,136.72,123.66,96.24
ARHGAP26,92.46,137.67,97.23,93.91,137.51,123.43,132.37,151.41,122.7,173.18,136.17,134.46
C1orf35,88.1,72.79,79.67,68.33,98.87,103.39,110.63,113.94,56.97,145.84,81.98,93.41
OVCA2,212.93,229.45,224.58,248.74,235.73,233.15,266.64,200.89,232.25,205.08,262.61,275.99
TBC1D7,143.2,158.24,127.97,111.41,121.14,127.65,140.88,112.44,74.5,157.23,126.44,99.07
ASB9,70.66,60.13,103.19,81.79,112.63,108.66,127.65,97.44,127.08,141.28,113.94,113.23
GEMIN6,142.26,136.09,139.89,151.47,194.48,199.39,186.27,170.9,170.9,200.53,155.62,148.61
SERINC3,139.46,101.28,139.58,138,127.69,121.32,141.83,139.42,144.61,180.02,159.79,189.66
