"","NT5E"
"ADO",-0.409079424694586
"ADORA1",0.107958512601064
"ADORA2B",0.150398533188851
"ADORA3",0.418551849276765
"ADPGK",0.510230955044361
"ADPRH",0.506425105953434
"ADPRHL1",0.0836560983277513
"ADPRHL2",-0.119485011013392
"ADPRM",-0.503283797200616
"ADRA1A",-0.177446207131414
"ADRA1B",-0.0210781902160448
"ADRA1D",-0.366908929412536
"ADRA2A",0.365130371208141
"ADRA2C",-0.0649387508705274
"ADRB1",-0.479376811444402
"ADRB2",0.34931705076692
"ADRB3",-0.259153879770465
"ADRBK1",-0.0382316991094284
"ADRBK2",0.309428300568497
"ADRM1",0.176151013435969
"ADSL",-0.269078181699585
"ADSS",-0.109856778932101
"ADSSL1",0.164402439892939
"ADTRP",0.112264262964349
"AEBP1",0.724629870784458
"AEBP2",-0.396550638211716
"AEN",0.0417333973119824
"AES",-0.31170115070352
"AFAP1",-0.150644936332004
"AFAP1-AS1",0.0606405859347532
"AFAP1L1",0.619821884815447
"AFAP1L2",0.540110755190031
"AFF1",-0.0404983976191323
"AFF2",0.180919188816218
"AFF3",0.438973776230015
"AFF4",-0.370098732366779
"AFG3L1P",-0.148458325698801
"AFG3L2",-0.271389530917453
"AFMID",-0.198092140571601
"AFP",0.144784924562118
"AFTPH",-0.267068610675575
"AGA",-0.0727108123693086
"AGAP1",-0.412103962310377
"AGAP11",-0.0162802102943279
"AGAP2",0.0923869254509538
"AGAP2-AS1",-0.130773424734622
"AGAP3",0.118637217632077
"AGAP4",-0.171789217627183
"AGAP6",-0.109572419920485
"AGAP9",-0.282641240047063
"AGBL1",0.00840762657625256
"AGBL2",-0.15835000211442
"AGBL3",-0.274930493959463
"AGBL4",-0.196457882013095
"AGBL5",-0.226280112601375
"AGER",0.028025592271403
"AGFG1",-0.0949890684212875
"AGFG2",0.332279145456997
"AGGF1",-0.314923123290975
"AGK",-0.379963390253838
"AGL",-0.239429368666656
"AGMAT",-0.202698805073509
"AGO1",-0.228082064906583
"AGO2",-0.161865903841689
"AGO3",-0.375884532967045
"AGO4",-0.177691907335795
"AGPAT1",0.0147264945664955
"AGPAT2",-0.114115293080895
"AGPAT3",-0.290514924924009
"AGPAT4",0.0601165073368467
"AGPAT4-IT1",-0.0138002848531681
"AGPAT5",-0.139459244774991
"AGPS",-0.0100815102585624
"AGR2",0.0499542378024096
"AGR3",0.0644392500890448
"AGRN",0.346063103565382
"AGT",0.612785669589926
"AGTPBP1",-0.0437287829127125
"AGTR1",0.284999521907144
"AGTR2",-0.129629812502951
"AGTRAP",0.14461987425019
"AGXT",0.0386318890929129
"AHCTF1",-0.317978573014229
"AHCY",-0.34834573636671
"AHCYL1",0.0210100708748389
"AHCYL2",-0.13078779540594
"AHDC1",0.170711824951525
"AHI1",-0.213744642346273
"AHNAK",0.260026626633699
"AHNAK2",0.124338772178682
"AHR",0.575371508308226
"AHRR",-0.121307897443389
"AHSA1",-0.223681649665481
"AHSA2",-0.166887280275019
"AHSG",-0.0412248882469943
"AHSP",0.189672097413302
"AICDA",-0.0028998723748519
"AIDA",0.0697266512102485
"AIF1",0.498475242938118
"AIF1L",0.527522936418751
"AIFM1",-0.209079478166685
"AIFM2",-0.261046280717018
"AIG1",0.64328228597362
"AIM1",0.585740438858146
"AIM1L",0.114801450082858
"AIM2",0.274569080185817
"AIMP1",-0.405463125240779
"AIMP2",0.0392399593872412
"AIP",0.0635888812675497
"AIPL1",-0.0639203340668665
"AIRE",0.00670543188966789
"AJAP1",0.317980989735521
"AJUBA",-0.127063627823776
"AK1",0.49125034056757
"AK2",-0.0752119008296757
"AK3",-0.437598766334445
"AK4",-0.287023014205502
"AK5",0.497240081861012
"AK6",-0.130465232222497
"AK7",-0.151592188335779
"AK8",-0.131023089208015
"AK9",-0.347720197772461
"AKAP1",-0.0335596980737323
"AKAP10",-0.140535200226197
"AKAP11",-0.0904805875820216
"AKAP12",0.508226662973632
"AKAP13",-0.0211518272019873
"AKAP14",-0.0563124718577736
"AKAP17A",-0.0318350603845293
"AKAP5",-0.177137427317225
"AKAP6",0.27827538849154
"AKAP7",-0.34187103063455
"AKAP8",-0.12118221009001
"AKAP8L",-0.34024905745684
"AKAP9",-0.187423355957656
"AKIP1",-0.0919308277768101
"AKIRIN1",-0.0883635205864029
"AKIRIN2",0.167110846935667
"AKNA",0.163009070505872
"AKNAD1",0.465239206818008
"AKR1A1",0.386762468473069
"AKR1B1",0.116601859677861
"AKR1B10",0.080863131612193
"AKR1C1",0.39185219781688
"AKR1C2",0.43102331018495
"AKR1C3",0.389995528135121
"AKR1C4",-0.0567907931370721
"AKR1D1",0.0100171648658001
"AKR1E2",0.034877830420856
"AKR7A2",-0.103679098659617
"AKR7A3",-0.133730213054522
"AKT1",0.322392801365419
"AKT1S1",-0.118586485964346
"AKT2",-0.210506568799601
"AKT3",0.576737842537679
"AKTIP",0.27923692967455
"ALAD",0.20629358963743
"ALAS1",0.0485787419633174
"ALAS2",0.0617179371832731
"ALB",-0.271105655732041
"ALCAM",-0.0527217092259891
"ALDH16A1",-0.122430885790269
"ALDH18A1",0.247277801066802
"ALDH1A1",0.107947948742395
"ALDH1A2",0.351944335778488
"ALDH1A3",0.666440898906695
"ALDH1B1",0.405920390070802
"ALDH1L1",-0.0950968127651988
"ALDH1L1-AS2",-0.0138089885242688
"ALDH1L2",0.400138851292944
"ALDH2",0.246561500258212
"ALDH3A1",0.0781525944423643
"ALDH3A2",-0.178098120101315
"ALDH3B1",0.545399680371613
"ALDH3B2",0.0355732385096036
"ALDH4A1",-0.19782006880383
"ALDH5A1",-0.550729660955247
"ALDH6A1",-0.15811158677167
"ALDH7A1",-0.388265594726158
"ALDH8A1",-0.132737024957719
"ALDH9A1",-0.326503914251219
"ALDOA",-0.000804308036700315
"ALDOB",-0.0733541982107012
"ALDOC",-0.204677681916204
"ALG1",-0.0581752478493306
"ALG10",-0.116685803587765
"ALG12",-0.105375031666095
"ALG13",-0.146428518520488
"ALG14",0.0656141589258289
"ALG2",-0.0438333191402084
"ALG3",0.0418303371558314
"ALG5",-0.056623893756172
"ALG6",-0.232525350523913
"ALG8",-0.271798858280082
"ALG9",-0.046537511661023
"ALK",-0.1796924154371
"ALKBH1",-0.208853407370793
"ALKBH2",-0.517087380420428
"ALKBH3",-0.154244793864104
"ALKBH4",-0.364364630247748
"ALKBH5",0.0688751637967198
"ALKBH6",-0.126670438836417
"ALKBH7",-0.249238661603423
"ALKBH8",-0.204109923591646
"ALLC",0.0598564287428877
"ALMS1",-0.255546341502633
"ALMS1-IT1",-0.0233012940383183
"ALOX12",-0.000707085810161268
"ALOX12-AS1",-0.0975133173863434
"ALOX12P2",-0.111971391957748
"ALOX15",-0.0452575118073841
"ALOX15B",-0.134113888988362
"ALOX5",0.57720297542058
"ALOX5AP",0.492767934205153
"ALPK1",-0.0434371812293109
"ALPK2",0.62590885568005
"ALPK3",0.421278306092874
"ALPL",0.37185611900821
"ALPPL2",-0.120034286395922
"ALS2",-0.312293684284296
"ALS2CL",0.240946397492662
"ALS2CR11",0.167787245311009
"ALS2CR12",-0.0260265587198219
"ALX1",0.0524741204377898
"ALX3",-0.18020449274021
"ALYREF",-0.0542896095385096
"AMACR",-0.13163964669882
"AMBN",0.125390079526478
"AMBRA1",-0.362815832275623
"AMD1",-0.130241469618521
"AMDHD1",0.129916307027401
"AMELX",-0.0541041645347621
"AMER1",0.0635963212881787
"AMER2",-0.384248487650029
"AMER3",0.0323374024990018
"AMFR",-0.0541593795779754
"AMIGO1",-0.150148162967513
"AMIGO2",0.399479206663424
"AMMECR1",0.0811406865263781
"AMMECR1L",-0.143064234787775
"AMN",0.109319828867405
"AMN1",-0.400894842991288
"AMOT",0.126473814397845
"AMOTL1",0.162059364439383
"AMOTL2",0.47957332719149
"AMPD1",0.0825395438316028
"AMPD2",0.158484620275885
"AMPD3",0.0266645098532997
"AMPH",0.444581353383517
"AMT",-0.271700056939474
"AMZ1",0.0770682067584553
"AMZ2",-0.235941759423179
"AMZ2P1",-0.215773612100774
"ANAPC1",-0.372395292576889
"ANAPC10",-0.299288725115713
"ANAPC11",0.11585504619009
"ANAPC13",-0.303038704341735
"ANAPC15",0.259924415101591
"ANAPC16",-0.161734859921852
"ANAPC2",0.209070269607755
"ANAPC4",-0.254478116683742
"ANAPC5",-0.294088715671416
"ANAPC7",-0.203419812860476
"ANG",0.263606423820195
"ANGEL1",-0.358684715631005
"ANGEL2",-0.480577994761857
"ANGPT1",0.598099562942812
"ANGPT2",0.574037663380367
"ANGPTL1",0.313278907972595
"ANGPTL2",0.680709042986669
"ANGPTL3",-0.0125038889542544
"ANGPTL4",0.470307766427314
"ANGPTL7",0.277259882052678
"ANHX",-0.00159053062685618
"ANK1",0.146487986512803
"ANK2",0.286359347464875
"ANK3",0.127443410066927
"ANKAR",-0.357045180805235
"ANKDD1A",0.513327049621462
"ANKEF1",0.22665420784435
"ANKFN1",0.0823293752912182
"ANKFY1",-0.124573505192809
"ANKH",0.66459300265877
"ANKHD1",-0.169441333836145
"ANKIB1",-0.169136501043542
"ANKLE1",-0.0276582972092961
"ANKLE2",-0.191938939888511
"ANKMY1",-0.0111140910814811
"ANKMY2",0.0975263881178114
"ANKRA2",-0.40346427427884
"ANKRD1",0.178593896999589
"ANKRD10",0.127571720169546
"ANKRD10-IT1",-0.0478952777150687
"ANKRD11",-0.233307081481397
"ANKRD12",0.014303429707324
"ANKRD13A",-0.0618261992845399
"ANKRD13B",-0.120104843292657
"ANKRD13C",-0.160946729770255
"ANKRD13D",-0.0939526435296537
"ANKRD16",-0.378610117158515
"ANKRD17",-0.26938582891639
"ANKRD18A",0.0133470573687822
"ANKRD18B",0.14993761409734
"ANKRD2",-0.0259496912695529
"ANKRD20A11P",-0.0368866674341903
"ANKRD20A12P",0.174558290671906
"ANKRD20A5P",0.160200220885194
"ANKRD22",0.127683364130057
"ANKRD23",-0.295842759418798
"ANKRD24",0.0118152509706142
"ANKRD26",-0.341181932573146
"ANKRD26P3",0.0377959721614563
"ANKRD27",0.0886744115698789
"ANKRD28",0.289541390766754
"ANKRD29",0.180053758975167
"ANKRD30B",0.0429239677128717
"ANKRD30BP2",-0.126049932563229
"ANKRD30BP3",-0.022014078968639
"ANKRD33",0.200020656343423
"ANKRD33B",0.0143148858366714
"ANKRD34A",-0.187813263036781
"ANKRD34C",0.17419083632617
"ANKRD35",0.554552397442233
"ANKRD36",-0.248234855619688
"ANKRD36B",-0.243300091806798
"ANKRD36BP2",-0.180066436741085
"ANKRD36C",-0.201571183885931
"ANKRD37",0.0938373907792988
"ANKRD39",-0.108502325055486
"ANKRD40",0.157581647613
"ANKRD44",0.0347356015302365
"ANKRD45",-0.289291673980162
"ANKRD46",-0.396484420043321
"ANKRD49",-0.234879937812087
"ANKRD50",0.597729968543767
"ANKRD52",0.00565089748070683
"ANKRD54",-0.093224725432266
"ANKRD55",0.234732093409699
"ANKRD6",0.267226263001683
"ANKRD65",-0.0850121632013442
"ANKRD7",-0.234032664487605
"ANKRD9",0.147895318979036
"ANKS1A",0.100545280473746
"ANKS1B",-0.191885850992283
"ANKS3",0.0222379558939928
"ANKS6",0.0899373372019967
"ANKZF1",-0.29821428436414
"ANLN",-0.0505203481497619
"ANO1",0.502829111446243
"ANO10",0.206636067658579
"ANO2",0.278218131336826
"ANO3",0.0808308050338821
"ANO4",-0.200972143039161
"ANO5",0.177434638235014
"ANO6",0.128740160279618
"ANO8",-0.015335135602496
"ANO9",0.0333766227360743
"ANOS1",0.481392575039566
"ANP32A",-0.432059737279058
"ANP32A-IT1",-0.218268175669051
"ANP32B",-0.207205192571083
"ANP32D",0.0106922853260949
"ANP32E",-0.369870717296766
"ANPEP",0.69672561091159
"ANTXR1",0.278059011690489
"ANTXR2",0.27671101044089
"ANXA1",0.479665311546967
"ANXA10",-0.0190715956882385
"ANXA11",0.33070396973709
"ANXA13",0.11044972523424
"ANXA2",0.479712177646341
"ANXA2P1",0.37027015293307
"ANXA2P2",0.393906777124175
"ANXA2P3",0.387746301215541
"ANXA2R",0.110166456654794
"ANXA3",0.255706330956402
"ANXA4",0.323750324846784
"ANXA5",0.380652772187563
"ANXA6",0.0106459598708583
"ANXA7",0.380589244006934
"ANXA9",-0.197588993720008
"AOAH",0.561094617043624
"AOC1",0.282613708021077
"AOC2",0.316803281994194
"AOC3",0.546619395237685
"AOX1",0.149045808712559
"AP1AR",-0.468749546512702
"AP1B1",0.528147490582139
"AP1G1",-0.143293968469543
"AP1G2",0.0881922565794221
"AP1M1",0.260176315905706
"AP1M2",0.330549537026591
"AP1S1",-0.264508436612625
"AP1S2",0.169251697403923
"AP1S3",0.124269021050087
"AP2A1",-0.0529625612597921
"AP2A2",0.0877525794376691
"AP2B1",-0.191057684791865
"AP2M1",0.39436969270765
"AP2S1",0.371192540218521
"AP3B1",0.246488123913805
"AP3B2",-0.253475324975263
"AP3D1",0.0997974010071244
"AP3M1",-0.446778129225661
"AP3M2",-0.185272050828189
"AP3S1",0.537652947973884
"AP4B1",-0.348604819836812
"AP4E1",0.0237120741536553
"AP4M1",-0.283926352934774
"AP4S1",-0.177963062063379
"AP5B1",-0.198091054815405
"AP5M1",0.164861752326538
"AP5S1",0.0602237809212204
"APAF1",0.0660984162708915
"APBA1",0.360588694198689
"APBA2",0.199708319971313
"APBA3",0.051787993010906
"APBB1",-0.0366007310949848
"APBB1IP",0.6273628282613
"APBB2",0.398726910994016
"APC",-0.22087845592343
"APC2",0.0465271928379404
"APCDD1",-0.173769260316245
"APCDD1L",0.145278700307057
"APCS",-0.0132243037771002
"APEH",-0.0363925647850638
"APELA",-0.0211589880726358
"APEX1",-0.536152299264062
"APEX2",0.0570831971869971
"APH1A",0.123525913530527
"APH1B",0.117728344989123
"API5",-0.134993776908726
"APIP",-0.135271015510457
"APLF",-0.242014190254388
"APLN",0.343216951555976
"APLNR",0.627894008288008
"APLP1",-0.13643166387862
"APLP2",0.306249681617528
"APMAP",0.16986892916287
"APOA1",-0.0681309038492032
"APOA4",0.0697904856938733
"APOB",0.0344791144370048
"APOBEC2",0.18848645847344
"APOBEC3B",0.340031618014124
"APOBEC3C",-0.0275496098873574
"APOBEC3D",-0.0252546151297507
"APOBEC3F",-0.0290427084299345
"APOBEC3G",-0.109113615981326
"APOBEC4",0.0891932056302241
"APOBR",0.401355679808974
"APOC1",0.419490958237322
"APOD",0.296139322385428
"APOE",0.363925787441235
"APOF",-0.0418435313238791
"APOH",-0.117836131412029
"APOL1",0.505235276362806
"APOL2",0.38517358631104
"APOL3",0.518840642513115
"APOL4",0.431686543561295
"APOL6",0.0339653701708643
"APOLD1",0.30616376301186
"APOM",-0.270362896739617
"APOO",-0.227493913724174
"APOOL",-0.434562326303783
"APOPT1",0.0332096156563776
"APP",0.358464338392468
"APPBP2",-0.226002137201096
"APPL1",-0.303075847657168
"APPL2",-0.225996786913575
"APRT",-0.205657726711506
"APTR",-0.381202534360147
"APTX",-0.485900866506663
"AQP1",0.657781186172406
"AQP2",0.0889924478559931
"AQP3",0.535352834284825
"AQP4",0.158316186057828
"AQP4-AS1",-0.0218070992153005
"AQP9",0.387341830697423
"AQR",0.0870021364976283
"AR",0.0449180048449013
"ARAF",0.0832303214766354
"ARAP1",0.384096375375483
"ARAP2",0.378571252831189
"ARAP3",0.63716426347618
"ARC",-0.147587315892843
"ARCN1",0.161070650481643
"AREG",0.220741186077991
"AREL1",-0.0072933878022982
"ARF1",0.148131602889759
"ARF3",0.0508410646585174
"ARF4",0.634665287464641
"ARF5",0.27251648635121
"ARF6",0.185748943896966
"ARFGAP1",0.29546856095176
"ARFGAP2",-0.127076571582674
"ARFGAP3",0.1310713884005
"ARFGEF1",-0.132000400480945
"ARFGEF2",-0.166316175632886
"ARFGEF3",0.364964645866887
"ARFIP1",0.204925409239341
"ARFIP2",0.128861116020237
"ARFRP1",-0.0229010128200093
"ARG1",0.204986529695116
"ARG2",-0.124400907768567
"ARGLU1",-0.108256047687887
"ARHGAP1",0.591512456817501
"ARHGAP10",0.623090848429375
"ARHGAP11A",-0.022151010246779
"ARHGAP11B",-0.144527416076276
"ARHGAP12",-0.0632747771279122
"ARHGAP15",0.479618548849653
"ARHGAP17",-0.0549858994522255
"ARHGAP18",-0.098050891346876
"ARHGAP19",-0.341895557176691
"ARHGAP20",0.121788490974794
"ARHGAP21",0.0247875417018412
"ARHGAP22",0.685793555813591
"ARHGAP22-IT1",0.0319259250870192
"ARHGAP23",0.53114492062257
"ARHGAP24",0.185233875808405
"ARHGAP25",0.421320503751273
"ARHGAP26",0.277105875652637
"ARHGAP26-AS1",-0.112889764295308
"ARHGAP27",0.608715610494347
"ARHGAP28",0.401667305426297
"ARHGAP29",0.675890602660773
"ARHGAP30",0.601368661478108
"ARHGAP31",0.227724545443075
"ARHGAP32",-0.0772394600035058
"ARHGAP33",0.0855732412840203
"ARHGAP35",-0.194188359419188
"ARHGAP36",-0.00558884999632994
"ARHGAP39",-0.366825658867011
"ARHGAP4",-0.138700473229102
"ARHGAP42",0.580201095391565
"ARHGAP44",0.121019726230401
"ARHGAP5",-0.0238249407543868
"ARHGAP5-AS1",-0.289975438902505
"ARHGAP6",0.646275856274727
"ARHGAP9",0.546519333987069
"ARHGDIA",0.299651078800449
"ARHGDIB",0.569688762777746
"ARHGDIG",0.0873457001166619
"ARHGEF1",0.0219482383633243
